phenotype,FinalPhenotype,CellID,unique_cellid,X_centroid,Y_centroid
dendritic cells,Dendritic cells,469744.0,AGSCC_1_469744,16954.4361054767,17604.6024340771
Ki67+ tumor cells,Ki67+ tumor,469749.0,AGSCC_1_469749,16398.9764705882,17111.7411764706
tumor cells,Tumor,469868.0,AGSCC_1_469868,15744.5273972603,18889.3184931507
Ki67+ tumor cells,Ki67+ tumor,470480.0,AGSCC_1_470480,17266.078369906,17962.7915360502
regulatory T cells,Regulatory T cells,470668.0,AGSCC_1_470668,16951.9798387097,18199.4717741935
tumor cells,Tumor,470702.0,AGSCC_1_470702,16413.9656925032,18733.3532401525
tumor cells,Tumor,470814.0,AGSCC_1_470814,16527.7564102564,18251.5176282051
tumor cells,Tumor,472742.0,AGSCC_1_472742,17132.5745614035,16893.826754386
tumor cells,Tumor,473007.0,AGSCC_1_473007,16451.1812080537,17946.1879194631
tumor cells,Tumor,473350.0,AGSCC_1_473350,16997.4034090909,18475.0284090909
Ki67+ tumor cells,Ki67+ tumor,473845.0,AGSCC_1_473845,16923.8745733788,18209.135665529
Ki67+ tumor cells,Ki67+ tumor,474225.0,AGSCC_1_474225,17004.8373015873,17154.4523809524
memory CD8+ T cells,Effector CD8+ T cells,474329.0,AGSCC_1_474329,15676.8365384615,18570.5288461538
CD4+ T cells,CD4+ T cells,475215.0,AGSCC_1_475215,17145.7109375,17311.1328125
Ki67+ tumor cells,Ki67+ tumor,475611.0,AGSCC_1_475611,15822.0693877551,17097.9020408163
memory CD4+ T cells,Regulatory T cells,478118.0,AGSCC_1_478118,16063.802955665,18856.4384236453
tumor cells,Tumor,478350.0,AGSCC_1_478350,16670.6420560748,18397.0028037383
tumor cells,Tumor,478486.0,AGSCC_1_478486,16299.5065274151,17369.3550913838
Ki67+ tumor cells,Ki67+ tumor,478653.0,AGSCC_1_478653,15438.3016845329,18856.404287902
tumor cells,Tumor,479182.0,AGSCC_1_479182,16861.3666666667,18579.0989247312
Ki67+ tumor cells,Ki67+ tumor,481163.0,AGSCC_1_481163,17278.552,17923.972
Ki67+ tumor cells,Ki67+ tumor,481342.0,AGSCC_1_481342,16996.2794361526,17583.3167495854
Ki67+ tumor cells,Ki67+ tumor,482221.0,AGSCC_1_482221,16853.8264840183,17951.098173516
tumor cells,Tumor,482995.0,AGSCC_1_482995,16598.3127753304,18798.0792951542
tumor cells,Tumor,483074.0,AGSCC_1_483074,15802.5207667732,18731.7476038339
Ki67+ tumor cells,Ki67+ tumor,483093.0,AGSCC_1_483093,16887.9297912713,18888.5768500949
tumor cells,Tumor,483221.0,AGSCC_1_483221,16263.3,18467.0192307692
memory CD4+ T cells,Regulatory T cells,483427.0,AGSCC_1_483427,16964.45,17102.3375
memory CD4+ T cells,Regulatory T cells,483777.0,AGSCC_1_483777,16371.2011331445,18593.5609065156
Ki67+ tumor cells,Ki67+ tumor,484534.0,AGSCC_1_484534,16520.509478673,17472.4218009479
tumor cells,Tumor,485069.0,AGSCC_1_485069,16671.5637755102,18622.6071428571
Ki67+ tumor cells,Ki67+ tumor,485276.0,AGSCC_1_485276,17047.8632326821,18018.5222024867
memory CD4+ T cells,Regulatory T cells,485834.0,AGSCC_1_485834,15919.6198830409,17030.9883040936
Ki67+ tumor cells,Ki67+ tumor,485966.0,AGSCC_1_485966,15785.1459074733,18851.1079478055
tumor cells,Tumor,486042.0,AGSCC_1_486042,16279.9653061224,18434.9224489796
dendritic cells,Dendritic cells,486289.0,AGSCC_1_486289,16852.4323144105,17660.8733624454
Ki67+ tumor cells,Ki67+ tumor,486353.0,AGSCC_1_486353,16863.5037257824,17394.2518628912
tumor cells,Tumor,486934.0,AGSCC_1_486934,16915.3,18760.225
M1/M0 macrophages,M1/M0 macrophages,487744.0,AGSCC_1_487744,16428.9348659004,17590.1992337165
Ki67+ tumor cells,Ki67+ tumor,487773.0,AGSCC_1_487773,16633.4888059701,18749.1492537313
Ki67+ tumor cells,Ki67+ tumor,488386.0,AGSCC_1_488386,16703.8353960396,17515.3304455446
tumor cells,Tumor,488971.0,AGSCC_1_488971,17154.8810289389,17549.1832797428
tumor cells,Tumor,489898.0,AGSCC_1_489898,16324.1677852349,17714.6912751678
Ki67+ tumor cells,Ki67+ tumor,491031.0,AGSCC_1_491031,17176.8075949367,17487.3215189873
tumor cells,Tumor,491193.0,AGSCC_1_491193,16900.3131672598,18472.3060498221
tumor cells,Tumor,491324.0,AGSCC_1_491324,17205.6486486487,18244.5714285714
tumor cells,Tumor,492114.0,AGSCC_1_492114,16653.1100478469,18551.3779904306
tumor cells,Tumor,492590.0,AGSCC_1_492590,16680.6957671958,18800.5529100529
M2 macrophages,M2 macrophages,493286.0,AGSCC_1_493286,16589.7658862876,17753.0969899666
