phenotype,FinalPhenotype,CellID,unique_cellid,X_centroid,Y_centroid
endothelial cells,Endothelial,425086.0,FAAGSCC_13_425086,30963.7424242424,18985.6666666667
M2 macrophages,M2 macrophages,425225.0,FAAGSCC_13_425225,29768.3417721519,19631.8607594937
endothelial cells,Endothelial,425493.0,FAAGSCC_13_425493,30794.5535714286,20110.4464285714
stromal cells,Stromal,425651.0,FAAGSCC_13_425651,30167.9595959596,19577.3131313131
stromal cells,Stromal,426716.0,FAAGSCC_13_426716,29950.5909090909,19985.5
stromal cells,Stromal,427213.0,FAAGSCC_13_427213,30246.130952381,19244.880952381
stromal cells,Stromal,427455.0,FAAGSCC_13_427455,30543.8113207547,20551.2547169811
stromal cells,Stromal,427571.0,FAAGSCC_13_427571,29449.5625,20373.8125
M1/M0 macrophages,M1/M0 macrophages,428167.0,FAAGSCC_13_428167,31186.152173913,18867.2898550725
endothelial cells,Endothelial,428276.0,FAAGSCC_13_428276,30011.2195121951,19308.2926829268
stromal cells,Stromal,428886.0,FAAGSCC_13_428886,30855.119266055,20431.1834862385
stromal cells,Stromal,429278.0,FAAGSCC_13_429278,30443.1681415929,19790.3008849558
stromal cells,Stromal,429377.0,FAAGSCC_13_429377,30768.38,20277.14
endothelial cells,Endothelial,429626.0,FAAGSCC_13_429626,30499.9140625,20426.875
endothelial cells,Endothelial,429754.0,FAAGSCC_13_429754,30408.8144329897,18980.8453608247
stromal cells,Stromal,429777.0,FAAGSCC_13_429777,29016.1818181818,19360.7670454545
endothelial cells,Endothelial,429979.0,FAAGSCC_13_429979,31002.2681388013,19018.6025236593
endothelial cells,Endothelial,430034.0,FAAGSCC_13_430034,30744.3058823529,19636.4235294118
M2 macrophages,M2 macrophages,430059.0,FAAGSCC_13_430059,29839.0466666667,19241.4133333333
M2 macrophages,M2 macrophages,430627.0,FAAGSCC_13_430627,30537.8292682927,20364.3292682927
endothelial cells,Endothelial,430734.0,FAAGSCC_13_430734,30696.2116402116,20147.9312169312
stromal cells,Stromal,430999.0,FAAGSCC_13_430999,28937.8141025641,19591.2628205128
stromal cells,Stromal,431145.0,FAAGSCC_13_431145,29554.1666666667,19884.1111111111
endothelial cells,Endothelial,431958.0,FAAGSCC_13_431958,29705.7419354839,19514.1075268817
M2 macrophages,M2 macrophages,432118.0,FAAGSCC_13_432118,30760.5,20023.44
CD4+ T cells,CD4+ T cells,432334.0,FAAGSCC_13_432334,29980.8235294118,20970.0147058824
stromal cells,Stromal,432378.0,FAAGSCC_13_432378,30664.2285714286,19911.8057142857
stromal cells,Stromal,432535.0,FAAGSCC_13_432535,30896.2903225806,20017.6774193548
M2 macrophages,M2 macrophages,433335.0,FAAGSCC_13_433335,30083.8497409326,19118.3756476684
stromal cells,Stromal,433498.0,FAAGSCC_13_433498,30257.868852459,20296.8196721311
stromal cells,Stromal,433717.0,FAAGSCC_13_433717,30495.1875,20088.59375
stromal cells,Stromal,433959.0,FAAGSCC_13_433959,29570.5217391304,19668.4822134387
stromal cells,Stromal,433966.0,FAAGSCC_13_433966,30569.7341040462,19372.7687861272
M1/M0 macrophages,M1/M0 macrophages,434405.0,FAAGSCC_13_434405,30463.8983050847,18893.9830508475
endothelial cells,Endothelial,434666.0,FAAGSCC_13_434666,30113.2307692308,20613.5769230769
stromal cells,Stromal,434737.0,FAAGSCC_13_434737,28874.2056737589,19759.2588652482
